datetime,app_id,dev_id,time,FixAge,Lat,Lon,SatInFix,TimeActive,altitude,batteryVoltage,boardTemperature,course,imei,lastResetCause,speed,timestamp,waterEC,waterTemperature,pH,name
2020-09-14 00:02:50.415,mijnomgeving,357518080494768,1600041770415,20.0,52.4164694,5.2264313,5.0,51337.0,7.0,4.2,14.0,247.0,357518080494768.0,32.0,0.0,1600041770.0,1792.0,19.77,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080494768
2020-09-14 00:03:37.528,mijnomgeving,357518080495153,1600041817528,34.0,52.578865,5.7568438,5.0,2751.0,5.0,4.2,14.0,4.0,357518080495153.0,32.0,0.0,1600041813.0,2486.0,17.3,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080495153
2020-09-14 00:03:38.956,mijnomgeving,357518080163249,1600041818956,26.0,,,,78336.0,,4.17,11.0,,357518080163249.0,32.0,,1600041820.0,740.0,17.65,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080163249
2020-09-14 00:03:41.609,mijnomgeving,357518080494875,1600041821609,16.0,52.6572933,5.6149134,4.0,41434.0,12.0,4.22,16.0,17.0,357518080494875.0,32.0,0.0,1600041819.0,2073.0,17.74,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080494875
2020-09-14 00:04:33.618,mijnomgeving,357518080495187,1600041873618,25.0,52.6353473,5.823672,4.0,148542.0,6.0,4.24,13.0,224.0,357518080495187.0,32.0,0.0,1600041878.0,701.0,17.12,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080495187
2020-09-14 00:05:27.550,mijnomgeving,357518080166580,1600041927550,21.0,52.3603544,4.8156593999999995,6.0,118900.0,-11.0,4.11,14.0,0.0,357518080166580.0,32.0,0.0,1600041930.0,0.0,0.0,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080166580
2020-09-14 00:05:27.571,mijnomgeving,357518080167778,1600041927571,10.0,52.3308315,5.0624199,4.0,243020.0,0.0,4.03,13.0,13.0,357518080167778.0,32.0,0.0,1600041934.0,0.0,13.95,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080167778
2020-09-14 00:07:03.903,mijnomgeving,357518080495021,1600042023903,5.0,53.156664,7.0208055,5.0,45022.0,16.0,4.03,18.0,0.0,357518080495021.0,32.0,0.0,1600042014.0,0.0,19.24,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080495021
2020-09-14 00:07:31.946,mijnomgeving,357518080495120,1600042051946,1.0,52.3338048,5.3126037,4.0,49518.0,1.0,4.21,7.0,29.0,357518080495120.0,32.0,0.0,1600042050.0,1114.0,15.45,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080495120
2020-09-14 00:08:06.543,mijnomgeving,357518080497662,1600042086543,1.0,59.76439,17.5732634,5.0,335718.0,25.0,4.24,9.0,7.0,357518080497662.0,32.0,0.0,1600042102.0,474.0,14.65,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080497662
2020-09-14 00:08:09.960,mijnomgeving,357518080497696,1600042089960,22.0,52.5172378,5.5093974,8.0,165638.0,-8.0,4.18,10.0,32.0,357518080497696.0,32.0,0.0,1600042095.0,694.0,16.77,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080497696
2020-09-14 00:08:34.040,mijnomgeving,357518080495112,1600042114040,1.0,52.8381052,5.7135619,4.0,52218.0,42.0,4.22,12.0,7.0,357518080495112.0,32.0,3.0,1600042113.0,1592.0,17.21,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080495112
2020-09-14 00:09:07.651,mijnomgeving,357518080332265,1600042147651,6.0,52.3922104,4.9373161,4.0,70216.0,-1.0,4.14,11.0,31.0,357518080332265.0,32.0,1.0,1600042147.0,462.0,18.8,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080332265
2020-09-14 00:09:25.635,mijnomgeving,357518080164395,1600042165635,4.0,51.8985766,4.4233192,4.0,61214.0,83.0,4.16,14.0,0.0,357518080164395.0,32.0,0.0,1600042166.0,105.0,19.68,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080164395
2020-09-14 00:09:40.118,mijnomgeving,357518080494859,1600042180118,18.0,52.5409942,5.588813,9.0,166535.0,-6.0,4.15,10.0,45.0,357518080494859.0,32.0,0.0,1600042186.0,2900.0,16.86,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080494859
2020-09-14 00:09:50.399,mijnomgeving,357518080332257,1600042190399,30.0,51.898218299999996,4.4232716,7.0,29739.0,-3.0,4.01,14.0,0.0,357518080332257.0,32.0,0.0,1600042177.0,425.0,19.41,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080332257
2020-09-14 00:09:57.192,mijnomgeving,357518080494818,1600042197192,0.0,52.8091622,5.7452078,4.0,86418.0,-8.0,4.22,13.0,43.0,357518080494818.0,32.0,0.0,1600042193.0,1746.0,17.47,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080494818
2020-09-14 00:10:40.456,mijnomgeving,357518080494982,1600042240456,27.0,59.7691548,17.5666065,7.0,922569.0,3.0,4.03,21.0,38.0,357518080494982.0,16.0,0.0,1600042242.0,0.0,20.56,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080494982
2020-09-14 00:11:13.144,mijnomgeving,357518080165335,1600042273144,4.0,51.8985637,4.4233637,4.0,1422014.0,-47.0,3.96,16.0,11.0,357518080165335.0,1.0,0.0,1600042261.0,2973.0,19.24,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080165335
2020-09-14 00:11:19.781,mijnomgeving,357518080165475,1600042279781,255.0,2.55e-05,2.55e-05,0.0,622031.0,0.0,4.04,20.0,0.0,357518080165475.0,16.0,0.0,1600042286.0,0.0,20.82,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080165475
2020-09-14 00:11:31.169,mijnomgeving,357518080494826,1600042291169,4.0,60.0244878,17.8152966,5.0,35121.0,10.0,4.18,11.0,245.0,357518080494826.0,32.0,0.0,1600042290.0,208.0,14.21,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080494826
2020-09-14 00:11:40.642,mijnomgeving,357518080495526,1600042300642,14.0,59.8489326,18.1185722,8.0,397858.0,28.0,4.2,10.0,0.0,357518080495526.0,32.0,0.0,1600042296.0,364.0,14.48,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080495526
2020-09-14 00:13:20.830,mijnomgeving,357518080495104,1600042400830,1.0,52.3373181,5.5374596,6.0,10819.0,-2.0,4.22,12.0,2.0,357518080495104.0,32.0,0.0,1600042397.0,725.0,15.45,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080495104
2020-09-14 00:13:25.844,mijnomgeving,357518080166663,1600042405844,2.0,51.8982138,4.4234317,4.0,67512.0,-25.0,4.2,14.0,0.0,357518080166663.0,32.0,0.0,1600042372.0,22.0,19.41,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080166663
2020-09-14 00:13:50.517,mijnomgeving,357518080167000,1600042430517,23.0,52.1737742,5.0355906,5.0,51333.0,-5.0,4.12,13.0,21.0,357518080167000.0,32.0,1.0,1600042430.0,793.0,18.18,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080167000
2020-09-14 00:13:55.824,mijnomgeving,357518080494834,1600042435824,14.0,52.4257944,5.4208075000000004,8.0,49532.0,-9.0,4.1,11.0,19.0,357518080494834.0,32.0,0.0,1600042427.0,1581.0,17.56,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080494834
2020-09-14 00:13:56.827,mijnomgeving,357518080495088,1600042436827,255.0,2.55e-05,2.55e-05,0.0,50432.0,0.0,3.92,23.0,0.0,357518080495088.0,32.0,0.0,1600042680.0,0.0,22.76,8.603,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080495088
2020-09-14 00:14:19.915,mijnomgeving,357518080495534,1600042459915,1.0,52.5326686,5.5931136,7.0,10818.0,-5.0,4.22,11.0,250.0,357518080495534.0,32.0,0.0,1600042456.0,2734.0,16.33,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080495534
2020-09-14 00:14:47.439,mijnomgeving,357518080169006,1600042487439,28.0,,,,164738.0,,3.969999999999999,9.0,,357518080169006.0,32.0,,1600042494.0,784.0,17.91,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080169006
2020-09-14 00:14:55.479,mijnomgeving,357518080163405,1600042495479,3.0,52.3730523,4.9158156,10.0,20713.0,50.0,4.14,13.0,218.0,357518080163405.0,32.0,0.0,1600042492.0,35.0,19.32,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080163405
2020-09-14 00:15:35.001,mijnomgeving,357518080497423,1600042535001,1.0,52.523073600000004,5.5901127,6.0,36918.0,4.0,4.17,11.0,225.0,357518080497423.0,32.0,0.0,1600042530.0,3318.0,16.86,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080497423
2020-09-14 00:16:17.008,mijnomgeving,357518080495195,1600042577008,1.0,52.3011349,5.3604763,6.0,54018.0,-5.0,4.25,10.0,232.0,357518080495195.0,32.0,0.0,1600042564.0,1672.0,17.74,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080495195
2020-09-14 00:16:27.853,mijnomgeving,357518080203151,1600042587853,3.0,52.4208064,4.8603237,4.0,4119357.0,-28.0,4.21,13.0,0.0,357518080203151.0,32.0,0.0,1600042581.0,0.0,0.0,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080203151
2020-09-14 00:16:35.548,mijnomgeving,357518080328131,1600042595548,32.0,52.3917429,4.9360938999999995,6.0,9942.0,-1.0,4.07,13.0,0.0,357518080328131.0,32.0,0.0,1600042590.0,5134.0,18.53,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080328131
2020-09-14 00:16:52.222,mijnomgeving,354444115138499,1600042612222,255.0,2.55e-05,2.55e-05,0.0,318738.0,0.0,3.6,24.0,0.0,354444115138499.0,64.0,0.0,1600042586.0,1.0,22.41,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=354444115138499
2020-09-14 00:16:58.978,mijnomgeving,357518080170889,1600042618978,2.0,52.0148777,4.2954709,5.0,3682.0,27.0,4.16,11.0,12.0,357518080170889.0,32.0,1.0,1600042616.0,0.0,0.0,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080170889
2020-09-14 00:17:10.097,mijnomgeving,357518080495161,1600042630097,5.0,52.499824,5.4526488,5.0,1434625.0,31.0,4.22,11.0,243.0,357518080495161.0,32.0,4.0,1600042622.0,661.0,15.53,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080495161
2020-09-14 00:17:30.102,mijnomgeving,357518080497639,1600042650102,0.0,52.6592083,5.6609332,5.0,42318.0,0.0,4.21,12.0,25.0,357518080497639.0,32.0,0.0,1600042647.0,2255.0,17.91,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080497639
2020-09-14 00:17:31.069,mijnomgeving,357518080494776,1600042651069,1.0,52.3882414,5.5645104,8.0,103518.0,-14.0,4.16,7.0,215.0,357518080494776.0,32.0,0.0,1600042653.0,308.0,13.95,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080494776
2020-09-14 00:17:59.173,mijnomgeving,357518080494768,1600042679173,26.0,52.4167209,5.2267934,6.0,52243.0,8.0,4.2,14.0,210.0,357518080494768.0,32.0,0.0,1600042676.0,1769.0,19.77,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080494768
2020-09-14 00:18:04.137,mijnomgeving,357518080495153,1600042684137,1.0,52.5788329,5.7568436,4.0,3618.0,-5.0,4.2,13.0,218.0,357518080495153.0,32.0,0.0,1600042680.0,2488.0,17.3,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080495153
2020-09-14 00:18:14.804,mijnomgeving,357518080163249,1600042694804,2.0,,,,79212.0,,4.17,11.0,,357518080163249.0,32.0,,1600042696.0,741.0,17.56,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080163249
2020-09-14 00:18:26.286,mijnomgeving,357518080494875,1600042706286,1.0,52.6572002,5.6148861,4.0,42319.0,13.0,4.22,14.0,12.0,357518080494875.0,32.0,0.0,1600042704.0,2076.0,17.74,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080494875
2020-09-14 00:19:09.226,mijnomgeving,357518080495187,1600042749226,1.0,52.6352235,5.8236223,5.0,149418.0,2.0,4.24,12.0,238.0,357518080495187.0,32.0,0.0,1600042754.0,701.0,17.12,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080495187
2020-09-14 00:20:10.838,mijnomgeving,357518080166580,1600042810838,4.0,52.3604334,4.8155689,6.0,119783.0,17.0,4.11,14.0,0.0,357518080166580.0,32.0,0.0,1600042813.0,0.0,0.0,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080166580
2020-09-14 00:20:25.413,mijnomgeving,357518080167778,1600042825413,8.0,52.3308224,5.0625281,4.0,243918.0,23.0,4.03,13.0,42.0,357518080167778.0,32.0,0.0,1600042832.0,50000.0,13.86,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080167778
2020-09-14 00:21:59.698,mijnomgeving,357518080495021,1600042919698,4.0,53.1564224,7.0210985,5.0,45921.0,4.0,4.03,18.0,20.0,357518080495021.0,32.0,0.0,1600042913.0,0.0,19.15,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080495021
2020-09-14 00:22:31.203,mijnomgeving,357518080495120,1600042951203,1.0,52.3338065,5.3125689,4.0,50418.0,-1.0,4.21,8.0,0.0,357518080495120.0,32.0,0.0,1600042950.0,1114.0,15.36,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080495120
2020-09-14 00:22:48.223,mijnomgeving,357518080497696,1600042968223,1.0,52.5172335,5.5095396999999995,7.0,166517.0,-5.0,4.18,10.0,5.0,357518080497696.0,32.0,0.0,1600042974.0,701.0,16.68,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080497696
2020-09-14 00:23:06.698,mijnomgeving,357518080497662,1600042986698,0.0,59.7643155,17.5732604,5.0,336618.0,0.0,4.24,9.0,19.0,357518080497662.0,32.0,0.0,1600043002.0,474.0,14.65,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080497662
2020-09-14 00:23:37.268,mijnomgeving,357518080495112,1600043017268,4.0,52.8376091,5.7150708,4.0,53121.0,95.0,4.22,12.0,56.0,357518080495112.0,32.0,3.0,1600043016.0,1595.0,17.21,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080495112
2020-09-14 00:24:08.265,mijnomgeving,357518080332265,1600043048265,8.0,52.3920059,4.9372384,4.0,71118.0,-4.0,4.14,12.0,0.0,357518080332265.0,32.0,0.0,1600043049.0,462.0,18.8,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080332265
2020-09-14 00:24:12.625,mijnomgeving,357518080332257,1600043052625,1.0,51.898511,4.4232546,6.0,30610.0,33.0,4.0,14.0,247.0,357518080332257.0,32.0,0.0,1600043048.0,430.0,19.41,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080332257
2020-09-14 00:24:26.142,mijnomgeving,357518080164395,1600043066142,4.0,51.8987584,4.4237662,4.0,62114.0,103.0,4.16,14.0,0.0,357518080164395.0,32.0,0.0,1600043066.0,105.0,19.68,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080164395
2020-09-14 00:24:26.389,mijnomgeving,357518080494859,1600043066389,0.0,52.5409858,5.588841,9.0,167418.0,-4.0,4.15,9.0,46.0,357518080494859.0,32.0,0.0,1600043069.0,2900.0,16.86,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080494859
2020-09-14 00:25:23.393,mijnomgeving,357518080494982,1600043123393,1.0,59.7692479,17.5669638,6.0,923452.0,19.0,4.04,20.0,245.0,357518080494982.0,16.0,1.0,1600043125.0,0.0,20.56,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080494982
2020-09-14 00:25:29.416,mijnomgeving,357518080494818,1600043129416,20.0,52.8091722,5.7452348,8.0,87355.0,-2.0,4.22,13.0,201.0,357518080494818.0,32.0,0.0,1600043130.0,1745.0,17.47,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080494818
2020-09-14 00:26:19.949,mijnomgeving,357518080165475,1600043179949,255.0,2.55e-05,2.55e-05,0.0,622932.0,0.0,4.04,20.0,0.0,357518080165475.0,16.0,0.0,1600043187.0,0.0,20.82,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080165475
2020-09-14 00:26:27.592,mijnomgeving,357518080495526,1600043187592,1.0,59.8487814,18.1182702,7.0,398745.0,28.0,4.2,9.0,41.0,357518080495526.0,32.0,0.0,1600043183.0,362.0,14.48,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080495526
2020-09-14 00:26:28.742,mijnomgeving,357518080494826,1600043188742,1.0,60.0248967,17.8158959,4.0,36018.0,-41.0,4.18,10.0,45.0,357518080494826.0,32.0,0.0,1600043187.0,211.0,14.21,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080494826
2020-09-14 00:26:40.877,mijnomgeving,357518080165335,1600043200877,6.0,51.8972201,4.4226839,4.0,1422916.0,236.0,3.969999999999999,15.0,16.0,357518080165335.0,1.0,0.0,1600043163.0,3157.0,19.24,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080165335
2020-09-14 00:27:56.266,mijnomgeving,357518080166663,1600043276266,2.0,51.8980647,4.4233411,6.0,68412.0,-23.0,4.2,13.0,0.0,357518080166663.0,32.0,0.0,1600043272.0,23.0,19.41,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080166663
2020-09-14 00:28:21.236,mijnomgeving,357518080495104,1600043301236,1.0,52.337372,5.5373545,5.0,11719.0,11.0,4.22,12.0,19.0,357518080495104.0,32.0,0.0,1600043297.0,724.0,15.45,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080495104
2020-09-14 00:28:47.619,mijnomgeving,357518080495088,1600043327619,255.0,2.55e-05,2.55e-05,0.0,51323.0,0.0,3.91,22.0,0.0,357518080495088.0,32.0,0.0,1600043571.0,1.0,22.76,8.603,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080495088
2020-09-14 00:28:53.256,mijnomgeving,357518080167000,1600043333256,26.0,52.1737919,5.0358257,4.0,52236.0,-19.0,4.12,12.0,0.0,357518080167000.0,32.0,0.0,1600043333.0,794.0,18.18,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080167000
2020-09-14 00:28:55.608,mijnomgeving,357518080494834,1600043335608,0.0,52.4257239,5.4208451,8.0,50418.0,-9.0,4.09,10.0,210.0,357518080494834.0,32.0,0.0,1600043313.0,1674.0,17.56,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080494834
2020-09-14 00:29:19.209,mijnomgeving,357518080495534,1600043359209,1.0,52.5326532,5.5931191,7.0,11718.0,-14.0,4.23,10.0,21.0,357518080495534.0,32.0,0.0,1600043356.0,2742.0,16.24,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080495534
2020-09-14 00:29:31.587,mijnomgeving,357518080169006,1600043371587,12.0,,,,165622.0,,3.98,9.0,,357518080169006.0,32.0,,1600043378.0,782.0,17.83,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080169006
2020-09-14 00:29:53.981,mijnomgeving,357518080163405,1600043393981,2.0,52.3727055,4.9164905999999995,10.0,21612.0,-77.0,4.13,13.0,215.0,357518080163405.0,32.0,0.0,1600043391.0,36.0,19.41,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080163405
2020-09-14 00:30:33.523,mijnomgeving,357518080497423,1600043433523,1.0,52.5231417,5.5900662,6.0,37818.0,8.0,4.17,11.0,232.0,357518080497423.0,32.0,0.0,1600043430.0,3321.0,16.86,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080497423
2020-09-14 00:31:05.111,mijnomgeving,357518080328131,1600043465111,4.0,52.3916627,4.9361602,6.0,10814.0,-1.0,4.07,12.0,14.0,357518080328131.0,32.0,0.0,1600043462.0,5143.0,18.53,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080328131
2020-09-14 00:31:16.980,mijnomgeving,357518080495195,1600043476980,0.0,52.301164,5.3604028,6.0,54918.0,-10.0,4.25,9.0,239.0,357518080495195.0,32.0,0.0,1600043464.0,1672.0,17.74,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080495195
2020-09-14 00:31:18.701,mijnomgeving,357518080203151,1600043478701,2.0,52.4208441,4.8600632,4.0,4120256.0,24.0,4.22,13.0,0.0,357518080203151.0,32.0,0.0,1600043480.0,0.0,0.0,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080203151
2020-09-14 00:32:00.121,mijnomgeving,357518080170889,1600043520121,3.0,52.0147285,4.295722,5.0,4583.0,-17.0,4.16,11.0,230.0,357518080170889.0,32.0,2.0,1600043517.0,0.0,0.0,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080170889
2020-09-14 00:32:00.404,mijnomgeving,354444115138499,1600043520404,255.0,2.55e-05,2.55e-05,0.0,319647.0,0.0,3.6,24.0,0.0,354444115138499.0,64.0,0.0,1600043495.0,1.0,22.41,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=354444115138499
2020-09-14 00:32:06.108,mijnomgeving,357518080495161,1600043526108,3.0,52.4996189,5.4525736,5.0,1435522.0,42.0,4.22,11.0,221.0,357518080495161.0,32.0,4.0,1600043519.0,662.0,15.53,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080495161
2020-09-14 00:32:31.176,mijnomgeving,357518080494776,1600043551176,1.0,52.3879992,5.5643893,8.0,104418.0,-30.0,4.16,7.0,33.0,357518080494776.0,32.0,0.0,1600043553.0,308.0,13.86,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080494776
2020-09-14 00:32:31.236,mijnomgeving,357518080494768,1600043551236,1.0,52.4166112,5.2263951,5.0,53118.0,1.0,4.2,13.0,219.0,357518080494768.0,32.0,1.0,1600043551.0,1753.0,19.68,,Error: certificate has expired : https://dev.sodaq.com/api/ec_stations/getdevicename.php?imei=357518080494768
